actual_arrival_datetime,actual_departure_datetime,actual_fuel_consumption_gm_per_mile,actual_windspeed_kts,arrival_delay_seconds,service_id,station,station_call_id
2050-07-15 07:23,2050-07-15 08:00,3393.47,3,153,World_0,Losheim,World_0_205007150720
2050-07-15 13:25,2050-07-15 15:00,41862.49,3,2083,World_0,Westchester,World_0_205007151251
2050-07-15 15:38,2050-07-15 16:00,4721.54,3,284,World_0,Searcy,World_0_205007151533
2050-07-16 00:16,2050-07-16 02:00,66449.96,3,2360,World_0,Haicheng,World_0_205007152337
2050-07-16 03:09,2050-07-16 04:00,10152.32,3,157,World_0,Shimotoda,World_0_205007160306
2050-07-16 11:06,2050-07-16 13:00,59245.08,3,2786,World_0,Oschatz,World_0_205007161020
2050-07-16 13:23,2050-07-16 14:00,3393.47,3,139,World_0,Losheim,World_0_205007161320
2050-07-16 19:23,2050-07-16 21:00,44478.9,3,1915,World_0,Westchester,World_0_205007161851
2050-07-16 21:38,2050-07-16 22:00,4975.39,3,292,World_0,Searcy,World_0_205007162133
2050-07-17 06:15,2050-07-17 08:00,70560.26,3,2255,World_0,Haicheng,World_0_205007170537
2050-07-17 09:08,2050-07-17 10:00,10152.32,3,140,World_0,Shimotoda,World_0_205007170906
2050-07-17 17:04,2050-07-17 19:00,52409.11,3,2617,World_0,Oschatz,World_0_205007171620
2050-07-17 19:23,2050-07-17 20:00,3362.34,3,136,World_0,Losheim,World_0_205007171920
2050-07-18 01:15,2050-07-18 03:00,43606.76,0,1461,World_0,Westchester,World_0_205007180051
2050-07-18 03:37,2050-07-18 04:00,5483.08,3,194,World_0,Searcy,World_0_205007180333
2050-07-18 12:02,2050-07-18 14:00,62339.65,0,1489,World_0,Haicheng,World_0_205007181137
2050-07-18 15:08,2050-07-18 16:00,9754.19,3,140,World_0,Shimotoda,World_0_205007181506
2050-07-18 23:00,2050-07-19 01:00,54118.1,3,2423,World_0,Oschatz,World_0_205007182220
2050-07-19 01:22,2050-07-19 02:00,3237.8,3,120,World_0,Losheim,World_0_205007190120
2050-07-19 07:15,2050-07-19 09:00,47095.3,0,1480,World_0,Westchester,World_0_205007190651
2050-07-19 09:36,2050-07-19 10:00,4569.24,0,177,World_0,Searcy,World_0_205007190933
2050-07-19 18:06,2050-07-19 20:00,62339.65,3,1729,World_0,Haicheng,World_0_205007191737
2050-07-19 21:08,2050-07-19 22:00,9754.19,3,128,World_0,Shimotoda,World_0_205007192106
2050-07-20 04:56,2050-07-20 07:00,58105.75,3,2170,World_0,Oschatz,World_0_205007200420
2050-07-20 07:22,2050-07-20 08:00,2957.61,3,128,World_0,Losheim,World_0_205007200720
2050-07-20 13:13,2050-07-20 15:00,43606.76,0,1322,World_0,Westchester,World_0_205007201251
2050-07-20 15:36,2050-07-20 16:00,4620.01,0,143,World_0,Searcy,World_0_205007201533
2050-07-21 00:02,2050-07-21 02:00,65079.86,0,1487,World_0,Haicheng,World_0_205007202337
2050-07-21 03:07,2050-07-21 04:00,10450.92,0,77,World_0,Shimotoda,World_0_205007210306
2050-07-21 13:22,2050-07-21 14:00,2801.95,0,89,World_0,Losheim,World_0_205007211320
2050-07-21 19:14,2050-07-21 21:00,40990.36,0,1389,World_0,Westchester,World_0_205007211851
2050-07-21 21:36,2050-07-21 22:00,5178.47,0,154,World_0,Searcy,World_0_205007212133
2050-07-22 06:00,2050-07-22 08:00,73985.52,0,1370,World_0,Haicheng,World_0_205007220537
2050-07-22 09:07,2050-07-22 10:00,9654.66,0,77,World_0,Shimotoda,World_0_205007220906
2050-07-22 16:42,2050-07-22 19:00,55257.43,0,1322,World_0,Oschatz,World_0_205007221620
2050-07-22 19:21,2050-07-22 20:00,2988.74,0,72,World_0,Losheim,World_0_205007221920
2050-07-23 01:08,2050-07-23 03:00,42298.56,0,1012,World_0,Westchester,World_0_205007230051
2050-07-23 03:35,2050-07-23 04:00,5280.01,0,118,World_0,Searcy,World_0_205007230333
2050-07-23 12:00,2050-07-23 14:00,72615.42,0,1397,World_0,Haicheng,World_0_205007231137
2050-07-23 15:08,2050-07-23 16:00,10052.79,0,102,World_0,Shimotoda,World_0_205007231506
2050-07-23 22:49,2050-07-24 01:00,55827.1,0,1728,World_0,Oschatz,World_0_205007232220
2050-07-24 01:22,2050-07-24 02:00,2801.95,0,98,World_0,Losheim,World_0_205007240120
2050-07-24 07:13,2050-07-24 09:00,46659.24,0,1327,World_0,Westchester,World_0_205007240651
2050-07-24 09:35,2050-07-24 10:00,4823.08,0,118,World_0,Searcy,World_0_205007240933
2050-07-24 17:55,2050-07-24 20:00,74670.57,0,1060,World_0,Haicheng,World_0_205007241737
2050-07-24 21:07,2050-07-24 22:00,10849.05,0,77,World_0,Shimotoda,World_0_205007242106
2050-07-25 04:42,2050-07-25 07:00,54687.77,0,1322,World_0,Oschatz,World_0_205007250420
2050-07-25 07:21,2050-07-25 08:00,2895.34,0,72,World_0,Losheim,World_0_205007250720
2050-07-25 13:11,2050-07-25 15:00,45351.03,0,1195,World_0,Westchester,World_0_205007251251
2050-07-25 15:36,2050-07-25 16:00,4823.08,0,163,World_0,Searcy,World_0_205007251533
2050-07-26 00:04,2050-07-26 02:00,67135.01,3,1648,World_0,Haicheng,World_0_205007252337
2050-07-01 10:48,2050-07-01 12:00,235.0,0,17,DZ_2,Ksar Chellala,DZ_2_205007011048
2050-07-01 12:55,2050-07-01 14:00,289.21,0,23,DZ_2,Cheraga,DZ_2_205007011254
2050-07-01 14:13,2050-07-01 15:00,65.24,0,6,DZ_2,Boumerdas,DZ_2_205007011413
2050-07-01 15:17,2050-07-01 16:00,78.07,0,7,DZ_2,Beni Douala,DZ_2_205007011516
2050-07-01 16:23,2050-07-01 17:00,112.19,0,9,DZ_2,El Achir,DZ_2_205007011623
2050-07-01 18:11,2050-07-01 19:00,359.99,0,25,DZ_2,Messaad,DZ_2_205007011810
2050-07-01 19:48,2050-07-01 21:00,246.87,0,17,DZ_2,Ksar Chellala,DZ_2_205007011948
2050-07-01 21:55,2050-07-01 23:00,248.66,0,20,DZ_2,Cheraga,DZ_2_205007012154
2050-07-01 23:13,2050-07-02 00:00,69.36,0,5,DZ_2,Boumerdas,DZ_2_205007012313
2050-07-02 00:17,2050-07-02 01:00,88.98,0,7,DZ_2,Beni Douala,DZ_2_205007020016
2050-07-02 01:23,2050-07-02 02:00,122.71,0,10,DZ_2,El Achir,DZ_2_205007020123
2050-07-02 03:11,2050-07-02 04:00,332.03,0,33,DZ_2,Messaad,DZ_2_205007020310
2050-07-02 04:48,2050-07-02 06:00,227.88,0,20,DZ_2,Ksar Chellala,DZ_2_205007020448
2050-07-02 06:55,2050-07-02 08:00,251.37,0,24,DZ_2,Cheraga,DZ_2_205007020654
2050-07-02 08:14,2050-07-02 09:00,72.79,0,6,DZ_2,Boumerdas,DZ_2_205007020813
2050-07-02 09:17,2050-07-02 10:00,78.07,0,8,DZ_2,Beni Douala,DZ_2_205007020916
2050-07-02 10:23,2050-07-02 11:00,108.68,3,14,DZ_2,El Achir,DZ_2_205007021023
2050-07-02 12:11,2050-07-02 13:00,346.01,0,36,DZ_2,Messaad,DZ_2_205007021210
2050-07-02 13:48,2050-07-02 15:00,216.01,0,23,DZ_2,Ksar Chellala,DZ_2_205007021348
2050-07-02 15:55,2050-07-02 17:00,283.8,3,34,DZ_2,Cheraga,DZ_2_205007021554
2050-07-02 17:14,2050-07-02 18:00,61.81,0,7,DZ_2,Boumerdas,DZ_2_205007021713
2050-07-02 18:17,2050-07-02 19:00,77.23,3,10,DZ_2,Beni Douala,DZ_2_205007021816
2050-07-02 19:23,2050-07-02 20:00,112.19,3,15,DZ_2,El Achir,DZ_2_205007021923
2050-07-02 21:11,2050-07-02 22:00,373.97,3,51,DZ_2,Messaad,DZ_2_205007022110
2050-07-02 22:48,2050-07-03 00:00,253.99,3,38,DZ_2,Ksar Chellala,DZ_2_205007022248
2050-07-03 00:55,2050-07-03 02:00,267.58,3,46,DZ_2,Cheraga,DZ_2_205007030054
2050-07-03 02:14,2050-07-03 03:00,62.49,3,12,DZ_2,Boumerdas,DZ_2_205007030213
2050-07-03 03:17,2050-07-03 04:00,84.78,3,15,DZ_2,Beni Douala,DZ_2_205007030316
2050-07-03 04:24,2050-07-03 05:00,127.38,3,23,DZ_2,El Achir,DZ_2_205007030423
2050-07-03 06:11,2050-07-03 07:00,314.55,3,52,DZ_2,Messaad,DZ_2_205007030610
2050-07-03 07:48,2050-07-03 09:00,230.25,3,36,DZ_2,Ksar Chellala,DZ_2_205007030748
2050-07-03 09:55,2050-07-03 11:00,243.26,3,33,DZ_2,Cheraga,DZ_2_205007030954
2050-07-03 11:14,2050-07-03 12:00,73.48,3,9,DZ_2,Boumerdas,DZ_2_205007031113
2050-07-03 12:17,2050-07-03 13:00,78.91,3,12,DZ_2,Beni Douala,DZ_2_205007031216
2050-07-03 13:23,2050-07-03 14:00,105.18,3,19,DZ_2,El Achir,DZ_2_205007031323
2050-07-03 15:11,2050-07-03 16:00,377.46,3,56,DZ_2,Messaad,DZ_2_205007031510
2050-07-03 16:48,2050-07-03 18:00,251.62,3,32,DZ_2,Ksar Chellala,DZ_2_205007031648
2050-07-03 18:55,2050-07-03 20:00,267.58,3,31,DZ_2,Cheraga,DZ_2_205007031854
2050-07-03 20:14,2050-07-03 21:00,72.11,3,14,DZ_2,Boumerdas,DZ_2_205007032013
2050-07-03 21:17,2050-07-03 22:00,77.23,3,15,DZ_2,Beni Douala,DZ_2_205007032116
2050-07-03 22:24,2050-07-03 23:00,123.88,3,21,DZ_2,El Achir,DZ_2_205007032223
2050-07-04 00:11,2050-07-04 01:00,342.51,3,67,DZ_2,Messaad,DZ_2_205007040010
2050-07-04 01:48,2050-07-04 03:00,251.62,3,49,DZ_2,Ksar Chellala,DZ_2_205007040148
2050-07-04 03:55,2050-07-04 05:00,286.5,3,56,DZ_2,Cheraga,DZ_2_205007040354
2050-07-04 05:14,2050-07-04 06:00,63.87,3,15,DZ_2,Boumerdas,DZ_2_205007040513
2050-07-04 06:17,2050-07-04 07:00,83.95,3,21,DZ_2,Beni Douala,DZ_2_205007040616
2050-07-04 07:24,2050-07-04 08:00,106.35,3,29,DZ_2,El Achir,DZ_2_205007040723
2050-07-04 09:12,2050-07-04 10:00,363.48,3,85,DZ_2,Messaad,DZ_2_205007040910
2050-07-04 10:48,2050-07-04 12:00,235.0,3,47,DZ_2,Ksar Chellala,DZ_2_205007041048
2050-07-04 12:55,2050-07-04 14:00,243.26,3,52,DZ_2,Cheraga,DZ_2_205007041254
2050-07-04 14:14,2050-07-04 15:00,63.18,3,14,DZ_2,Boumerdas,DZ_2_205007041413
2050-07-04 15:17,2050-07-04 16:00,88.14,3,17,DZ_2,Beni Douala,DZ_2_205007041516
2050-07-04 16:24,2050-07-04 17:00,119.2,3,23,DZ_2,El Achir,DZ_2_205007041623
2050-07-04 18:11,2050-07-04 19:00,370.47,3,72,DZ_2,Messaad,DZ_2_205007041810
2050-07-04 19:48,2050-07-04 21:00,246.87,3,48,DZ_2,Ksar Chellala,DZ_2_205007041948
2050-07-04 21:55,2050-07-04 23:00,275.69,3,50,DZ_2,Cheraga,DZ_2_205007042154
2050-07-05 00:17,2050-07-05 01:00,91.5,3,18,DZ_2,Beni Douala,DZ_2_205007050016
2050-07-05 01:24,2050-07-05 02:00,120.37,3,27,DZ_2,El Achir,DZ_2_205007050123
2050-07-05 03:12,2050-07-05 04:00,349.5,3,83,DZ_2,Messaad,DZ_2_205007050310
2050-07-05 04:49,2050-07-05 06:00,230.25,3,62,DZ_2,Ksar Chellala,DZ_2_205007050448
2050-07-05 06:55,2050-07-05 08:00,254.07,3,72,DZ_2,Cheraga,DZ_2_205007050654
2050-07-05 08:14,2050-07-05 09:00,67.3,3,19,DZ_2,Boumerdas,DZ_2_205007050813
2050-07-05 09:17,2050-07-05 10:00,79.75,3,23,DZ_2,Beni Douala,DZ_2_205007050916
2050-07-05 10:24,2050-07-05 11:00,123.88,3,29,DZ_2,El Achir,DZ_2_205007051023
2050-07-05 12:12,2050-07-05 13:00,339.02,3,88,DZ_2,Messaad,DZ_2_205007051210
2050-07-05 13:49,2050-07-05 15:00,225.51,3,67,DZ_2,Ksar Chellala,DZ_2_205007051348
2050-07-05 15:55,2050-07-05 17:00,281.1,3,69,DZ_2,Cheraga,DZ_2_205007051554
2050-07-05 17:14,2050-07-05 18:00,63.18,3,19,DZ_2,Boumerdas,DZ_2_205007051713
2050-07-05 18:17,2050-07-05 19:00,79.75,3,23,DZ_2,Beni Douala,DZ_2_205007051816
2050-07-05 19:24,2050-07-05 20:00,127.38,3,31,DZ_2,El Achir,DZ_2_205007051923
2050-07-05 21:12,2050-07-05 22:00,346.01,3,94,DZ_2,Messaad,DZ_2_205007052110
2050-07-05 22:49,2050-07-06 00:00,258.74,3,64,DZ_2,Ksar Chellala,DZ_2_205007052248
2050-07-06 00:56,2050-07-06 02:00,278.39,3,78,DZ_2,Cheraga,DZ_2_205007060054
2050-07-06 02:14,2050-07-06 03:00,69.36,3,19,DZ_2,Boumerdas,DZ_2_205007060213
2050-07-06 03:17,2050-07-06 04:00,88.98,3,21,DZ_2,Beni Douala,DZ_2_205007060316
2050-07-06 04:24,2050-07-06 05:00,120.37,3,23,DZ_2,El Achir,DZ_2_205007060423
2050-07-06 06:11,2050-07-06 07:00,314.55,3,67,DZ_2,Messaad,DZ_2_205007060610
2050-07-06 07:48,2050-07-06 09:00,253.99,3,55,DZ_2,Ksar Chellala,DZ_2_205007060748
2050-07-06 09:55,2050-07-06 11:00,262.18,3,67,DZ_2,Cheraga,DZ_2_205007060954
2050-07-06 11:14,2050-07-06 12:00,68.67,3,15,DZ_2,Boumerdas,DZ_2_205007061113
2050-07-06 12:17,2050-07-06 13:00,84.78,3,20,DZ_2,Beni Douala,DZ_2_205007061216
2050-07-06 13:24,2050-07-06 14:00,125.04,3,27,DZ_2,El Achir,DZ_2_205007061323
2050-07-06 15:12,2050-07-06 16:00,342.51,3,92,DZ_2,Messaad,DZ_2_205007061510
2050-07-06 16:49,2050-07-06 18:00,246.87,3,66,DZ_2,Ksar Chellala,DZ_2_205007061648
2050-07-06 18:55,2050-07-06 20:00,281.1,3,75,DZ_2,Cheraga,DZ_2_205007061854
2050-07-06 20:14,2050-07-06 21:00,72.11,3,20,DZ_2,Boumerdas,DZ_2_205007062013
2050-07-06 21:17,2050-07-06 22:00,88.98,3,25,DZ_2,Beni Douala,DZ_2_205007062116
2050-07-06 22:24,2050-07-06 23:00,115.7,3,33,DZ_2,El Achir,DZ_2_205007062223
2050-07-07 00:12,2050-07-07 01:00,359.99,3,107,DZ_2,Messaad,DZ_2_205007070010
2050-07-07 01:49,2050-07-07 03:00,227.88,3,74,DZ_2,Ksar Chellala,DZ_2_205007070148
2050-07-07 03:56,2050-07-07 05:00,262.18,3,83,DZ_2,Cheraga,DZ_2_205007070354
2050-07-07 05:14,2050-07-07 06:00,66.61,3,21,DZ_2,Boumerdas,DZ_2_205007070513
2050-07-07 06:17,2050-07-07 07:00,77.23,3,22,DZ_2,Beni Douala,DZ_2_205007070616
2050-07-07 07:24,2050-07-07 08:00,121.54,3,31,DZ_2,El Achir,DZ_2_205007070723
2050-07-07 09:12,2050-07-07 10:00,366.98,3,75,DZ_2,Messaad,DZ_2_205007070910
2050-07-07 10:48,2050-07-07 12:00,232.63,3,49,DZ_2,Ksar Chellala,DZ_2_205007071048
2050-07-07 12:56,2050-07-07 14:00,254.07,3,77,DZ_2,Cheraga,DZ_2_205007071254
2050-07-07 14:14,2050-07-07 15:00,63.18,3,19,DZ_2,Boumerdas,DZ_2_205007071413
2050-07-07 15:17,2050-07-07 16:00,89.82,3,23,DZ_2,Beni Douala,DZ_2_205007071516
2050-07-07 16:24,2050-07-07 17:00,123.88,6,41,DZ_2,El Achir,DZ_2_205007071623
2050-07-07 18:12,2050-07-07 19:00,328.53,6,122,DZ_2,Messaad,DZ_2_205007071810
2050-07-07 19:49,2050-07-07 21:00,230.25,3,73,DZ_2,Ksar Chellala,DZ_2_205007071948
2050-07-07 21:56,2050-07-07 23:00,270.29,6,89,DZ_2,Cheraga,DZ_2_205007072154
2050-07-07 23:14,2050-07-08 00:00,73.48,3,21,DZ_2,Boumerdas,DZ_2_205007072313
2050-07-08 00:17,2050-07-08 01:00,89.82,3,25,DZ_2,Beni Douala,DZ_2_205007080016
2050-07-08 01:24,2050-07-08 02:00,126.21,3,33,DZ_2,El Achir,DZ_2_205007080123
2050-07-08 03:12,2050-07-08 04:00,373.97,3,109,DZ_2,Messaad,DZ_2_205007080310
2050-07-08 04:49,2050-07-08 06:00,246.87,3,73,DZ_2,Ksar Chellala,DZ_2_205007080448
2050-07-08 06:56,2050-07-08 08:00,254.07,3,83,DZ_2,Cheraga,DZ_2_205007080654
2050-07-08 08:14,2050-07-08 09:00,66.61,3,20,DZ_2,Boumerdas,DZ_2_205007080813
2050-07-08 09:17,2050-07-08 10:00,81.43,3,23,DZ_2,Beni Douala,DZ_2_205007080916
2050-07-08 10:24,2050-07-08 11:00,108.68,3,33,DZ_2,El Achir,DZ_2_205007081023
2050-07-08 12:12,2050-07-08 13:00,346.01,3,114,DZ_2,Messaad,DZ_2_205007081210
2050-07-08 13:49,2050-07-08 15:00,225.51,3,72,DZ_2,Ksar Chellala,DZ_2_205007081348
2050-07-08 15:56,2050-07-08 17:00,294.61,3,81,DZ_2,Cheraga,DZ_2_205007081554
2050-07-08 17:14,2050-07-08 18:00,74.85,3,18,DZ_2,Boumerdas,DZ_2_205007081713
2050-07-08 18:17,2050-07-08 19:00,88.14,3,21,DZ_2,Beni Douala,DZ_2_205007081816
2050-07-08 19:24,2050-07-08 20:00,123.88,3,28,DZ_2,El Achir,DZ_2_205007081923
2050-07-08 21:12,2050-07-08 22:00,366.98,3,80,DZ_2,Messaad,DZ_2_205007082110
2050-07-08 22:48,2050-07-09 00:00,249.24,3,53,DZ_2,Ksar Chellala,DZ_2_205007082248
2050-07-09 00:55,2050-07-09 02:00,251.37,3,57,DZ_2,Cheraga,DZ_2_205007090054
2050-07-09 02:14,2050-07-09 03:00,74.85,3,14,DZ_2,Boumerdas,DZ_2_205007090213
2050-07-09 03:17,2050-07-09 04:00,87.3,3,19,DZ_2,Beni Douala,DZ_2_205007090316
2050-07-09 04:24,2050-07-09 05:00,126.21,3,26,DZ_2,El Achir,DZ_2_205007090423
2050-07-09 06:12,2050-07-09 07:00,380.96,3,78,DZ_2,Messaad,DZ_2_205007090610
2050-07-09 07:48,2050-07-09 09:00,239.75,3,53,DZ_2,Ksar Chellala,DZ_2_205007090748
2050-07-09 09:55,2050-07-09 11:00,267.58,3,56,DZ_2,Cheraga,DZ_2_205007090954
2050-07-09 11:14,2050-07-09 12:00,72.11,3,16,DZ_2,Boumerdas,DZ_2_205007091113
2050-07-09 12:17,2050-07-09 13:00,80.59,3,21,DZ_2,Beni Douala,DZ_2_205007091216
2050-07-09 13:24,2050-07-09 14:00,109.85,3,33,DZ_2,El Achir,DZ_2_205007091323
2050-07-09 15:12,2050-07-09 16:00,363.48,3,91,DZ_2,Messaad,DZ_2_205007091510
2050-07-09 16:49,2050-07-09 18:00,251.62,3,68,DZ_2,Ksar Chellala,DZ_2_205007091648
2050-07-09 18:56,2050-07-09 20:00,278.39,3,79,DZ_2,Cheraga,DZ_2_205007091854
2050-07-09 20:14,2050-07-09 21:00,72.11,3,21,DZ_2,Boumerdas,DZ_2_205007092013
2050-07-09 21:17,2050-07-09 22:00,86.46,3,26,DZ_2,Beni Douala,DZ_2_205007092116
2050-07-09 22:24,2050-07-09 23:00,106.35,3,34,DZ_2,El Achir,DZ_2_205007092223
2050-07-10 00:12,2050-07-10 01:00,359.99,3,106,DZ_2,Messaad,DZ_2_205007100010
2050-07-10 01:49,2050-07-10 03:00,249.24,6,86,DZ_2,Ksar Chellala,DZ_2_205007100148
2050-07-10 03:56,2050-07-10 05:00,251.37,6,98,DZ_2,Cheraga,DZ_2_205007100354
2050-07-10 05:14,2050-07-10 06:00,71.42,6,25,DZ_2,Boumerdas,DZ_2_205007100513
2050-07-10 06:17,2050-07-10 07:00,88.14,6,30,DZ_2,Beni Douala,DZ_2_205007100616
2050-07-10 07:24,2050-07-10 08:00,118.03,3,37,DZ_2,El Achir,DZ_2_205007100723
2050-07-10 09:12,2050-07-10 10:00,380.96,3,100,DZ_2,Messaad,DZ_2_205007100910
2050-07-10 10:49,2050-07-10 12:00,225.51,3,63,DZ_2,Ksar Chellala,DZ_2_205007101048
2050-07-10 12:55,2050-07-10 14:00,289.21,3,73,DZ_2,Cheraga,DZ_2_205007101254
2050-07-10 14:14,2050-07-10 15:00,62.49,3,16,DZ_2,Boumerdas,DZ_2_205007101413
2050-07-10 15:17,2050-07-10 16:00,78.07,3,20,DZ_2,Beni Douala,DZ_2_205007101516
2050-07-10 16:24,2050-07-10 17:00,111.02,3,26,DZ_2,El Achir,DZ_2_205007101623
2050-07-10 18:12,2050-07-10 19:00,349.5,3,84,DZ_2,Messaad,DZ_2_205007101810
2050-07-10 19:48,2050-07-10 21:00,242.12,3,53,DZ_2,Ksar Chellala,DZ_2_205007101948
2050-07-10 21:55,2050-07-10 23:00,272.99,3,58,DZ_2,Cheraga,DZ_2_205007102154
2050-07-10 23:14,2050-07-11 00:00,68.67,3,15,DZ_2,Boumerdas,DZ_2_205007102313
2050-07-11 00:17,2050-07-11 01:00,89.82,3,17,DZ_2,Beni Douala,DZ_2_205007110016
2050-07-11 01:24,2050-07-11 02:00,122.71,3,23,DZ_2,El Achir,DZ_2_205007110123
2050-07-11 03:11,2050-07-11 04:00,332.03,3,54,DZ_2,Messaad,DZ_2_205007110310
2050-07-11 04:48,2050-07-11 06:00,251.62,3,46,DZ_2,Ksar Chellala,DZ_2_205007110448
2050-07-11 06:55,2050-07-11 08:00,275.69,3,55,DZ_2,Cheraga,DZ_2_205007110654
2050-07-11 08:14,2050-07-11 09:00,65.93,3,16,DZ_2,Boumerdas,DZ_2_205007110813
2050-07-11 09:17,2050-07-11 10:00,87.3,3,21,DZ_2,Beni Douala,DZ_2_205007110916
2050-07-11 10:24,2050-07-11 11:00,120.37,3,27,DZ_2,El Achir,DZ_2_205007111023
2050-07-11 12:12,2050-07-11 13:00,335.52,3,92,DZ_2,Messaad,DZ_2_205007111210
2050-07-11 13:48,2050-07-11 15:00,242.12,3,53,DZ_2,Ksar Chellala,DZ_2_205007111348
2050-07-11 15:55,2050-07-11 17:00,251.37,3,64,DZ_2,Cheraga,DZ_2_205007111554
2050-07-11 17:14,2050-07-11 18:00,70.73,3,18,DZ_2,Boumerdas,DZ_2_205007111713
2050-07-11 18:17,2050-07-11 19:00,88.98,3,23,DZ_2,Beni Douala,DZ_2_205007111816
2050-07-11 19:24,2050-07-11 20:00,126.21,3,31,DZ_2,El Achir,DZ_2_205007111923
2050-07-11 21:12,2050-07-11 22:00,366.98,3,97,DZ_2,Messaad,DZ_2_205007112110
2050-07-11 22:49,2050-07-12 00:00,225.51,3,65,DZ_2,Ksar Chellala,DZ_2_205007112248
2050-07-12 00:55,2050-07-12 02:00,270.29,3,74,DZ_2,Cheraga,DZ_2_205007120054
2050-07-12 02:14,2050-07-12 03:00,63.87,3,17,DZ_2,Boumerdas,DZ_2_205007120213
2050-07-12 03:17,2050-07-12 04:00,79.75,3,17,DZ_2,Beni Douala,DZ_2_205007120316
2050-07-12 04:24,2050-07-12 05:00,115.7,3,23,DZ_2,El Achir,DZ_2_205007120423
2050-07-12 06:11,2050-07-12 07:00,342.51,3,70,DZ_2,Messaad,DZ_2_205007120610
2050-07-12 07:48,2050-07-12 09:00,227.88,3,53,DZ_2,Ksar Chellala,DZ_2_205007120748
2050-07-12 09:55,2050-07-12 11:00,278.39,3,59,DZ_2,Cheraga,DZ_2_205007120954
2050-07-12 12:17,2050-07-12 13:00,91.5,3,19,DZ_2,Beni Douala,DZ_2_205007121216
2050-07-12 13:24,2050-07-12 14:00,114.53,3,29,DZ_2,El Achir,DZ_2_205007121323
2050-07-12 15:11,2050-07-12 16:00,377.46,3,72,DZ_2,Messaad,DZ_2_205007121510
2050-07-12 16:48,2050-07-12 18:00,230.25,3,48,DZ_2,Ksar Chellala,DZ_2_205007121648
2050-07-12 18:55,2050-07-12 20:00,286.5,3,61,DZ_2,Cheraga,DZ_2_205007121854
2050-07-12 20:14,2050-07-12 21:00,73.48,3,16,DZ_2,Boumerdas,DZ_2_205007122013
2050-07-12 21:17,2050-07-12 22:00,75.55,3,20,DZ_2,Beni Douala,DZ_2_205007122116
2050-07-12 22:24,2050-07-12 23:00,106.35,3,27,DZ_2,El Achir,DZ_2_205007122223
2050-07-13 00:11,2050-07-13 01:00,318.05,3,74,DZ_2,Messaad,DZ_2_205007130010
2050-07-13 01:48,2050-07-13 03:00,218.39,3,53,DZ_2,Ksar Chellala,DZ_2_205007130148
2050-07-13 03:55,2050-07-13 05:00,251.37,3,58,DZ_2,Cheraga,DZ_2_205007130354
2050-07-13 05:14,2050-07-13 06:00,65.24,3,14,DZ_2,Boumerdas,DZ_2_205007130513
2050-07-13 06:17,2050-07-13 07:00,79.75,3,15,DZ_2,Beni Douala,DZ_2_205007130616
2050-07-13 07:24,2050-07-13 08:00,105.18,3,21,DZ_2,El Achir,DZ_2_205007130723
2050-07-13 09:11,2050-07-13 10:00,353.0,3,42,DZ_2,Messaad,DZ_2_205007130910
2050-07-13 10:48,2050-07-13 12:00,242.12,0,21,DZ_2,Ksar Chellala,DZ_2_205007131048
2050-07-13 12:55,2050-07-13 14:00,245.96,0,20,DZ_2,Cheraga,DZ_2_205007131254
2050-07-13 14:13,2050-07-13 15:00,63.87,0,5,DZ_2,Boumerdas,DZ_2_205007131413
2050-07-13 15:17,2050-07-13 16:00,77.23,0,9,DZ_2,Beni Douala,DZ_2_205007131516
2050-07-13 16:23,2050-07-13 17:00,112.19,3,13,DZ_2,El Achir,DZ_2_205007131623
2050-07-13 18:11,2050-07-13 19:00,318.05,3,44,DZ_2,Messaad,DZ_2_205007131810
2050-07-13 19:48,2050-07-13 21:00,237.38,3,33,DZ_2,Ksar Chellala,DZ_2_205007131948
2050-07-13 21:55,2050-07-13 23:00,256.77,3,34,DZ_2,Cheraga,DZ_2_205007132154
2050-07-13 23:14,2050-07-14 00:00,67.3,3,11,DZ_2,Boumerdas,DZ_2_205007132313
2050-07-14 00:17,2050-07-14 01:00,80.59,3,13,DZ_2,Beni Douala,DZ_2_205007140016
2050-07-14 01:23,2050-07-14 02:00,106.35,3,17,DZ_2,El Achir,DZ_2_205007140123
2050-07-14 03:11,2050-07-14 04:00,339.02,3,55,DZ_2,Messaad,DZ_2_205007140310
2050-07-14 04:48,2050-07-14 06:00,235.0,3,35,DZ_2,Ksar Chellala,DZ_2_205007140448
2050-07-14 06:55,2050-07-14 08:00,254.07,3,42,DZ_2,Cheraga,DZ_2_205007140654
2050-07-14 08:14,2050-07-14 09:00,71.42,3,12,DZ_2,Boumerdas,DZ_2_205007140813
2050-07-14 09:17,2050-07-14 10:00,75.55,3,17,DZ_2,Beni Douala,DZ_2_205007140916
2050-07-14 10:24,2050-07-14 11:00,109.85,3,23,DZ_2,El Achir,DZ_2_205007141023
2050-07-14 12:11,2050-07-14 13:00,377.46,3,72,DZ_2,Messaad,DZ_2_205007141210
2050-07-14 13:48,2050-07-14 15:00,223.13,3,51,DZ_2,Ksar Chellala,DZ_2_205007141348
2050-07-14 15:55,2050-07-14 17:00,254.07,3,58,DZ_2,Cheraga,DZ_2_205007141554
2050-07-14 17:14,2050-07-14 18:00,72.11,3,12,DZ_2,Boumerdas,DZ_2_205007141713
2050-07-14 18:17,2050-07-14 19:00,84.78,3,15,DZ_2,Beni Douala,DZ_2_205007141816
