forecast_windspeed_kts,scheduled_arrival_datetime,scheduled_departure_datetime,service_id,station,station_call_id
131,2050-07-29 06:38,2050-07-29 08:00,PH_1,Naga,PH_1_205007290638
135,2050-07-29 08:12,2050-07-29 09:00,PH_1,Jagna,PH_1_205007290812
133,2050-07-29 09:10,2050-07-29 10:00,PH_1,Maasin,PH_1_205007290910
134,2050-07-29 10:30,2050-07-29 11:00,PH_1,Talisay,PH_1_205007291030
133,2050-07-29 12:00,2050-07-29 13:00,PH_1,Recodo,PH_1_205007291200
129,2050-07-29 15:01,2050-07-29 16:00,PH_1,Pilar,PH_1_205007291501
128,2050-07-29 16:06,2050-07-29 17:00,PH_1,Guyong,PH_1_205007291606
128,2050-07-29 17:15,2050-07-29 18:00,PH_1,Burgos,PH_1_205007291715
130,2050-07-29 19:38,2050-07-29 21:00,PH_1,Naga,PH_1_205007291938
130,2050-07-29 21:12,2050-07-29 22:00,PH_1,Jagna,PH_1_205007292112
134,2050-07-29 22:10,2050-07-29 23:00,PH_1,Maasin,PH_1_205007292210
130,2050-07-29 23:30,2050-07-30 00:00,PH_1,Talisay,PH_1_205007292330
131,2050-07-30 01:00,2050-07-30 02:00,PH_1,Recodo,PH_1_205007300100
129,2050-07-30 04:01,2050-07-30 05:00,PH_1,Pilar,PH_1_205007300401
129,2050-07-30 05:06,2050-07-30 06:00,PH_1,Guyong,PH_1_205007300506
128,2050-07-30 06:15,2050-07-30 07:00,PH_1,Burgos,PH_1_205007300615
126,2050-07-30 08:38,2050-07-30 10:00,PH_1,Naga,PH_1_205007300838
127,2050-07-30 10:12,2050-07-30 11:00,PH_1,Jagna,PH_1_205007301012
127,2050-07-30 11:10,2050-07-30 12:00,PH_1,Maasin,PH_1_205007301110
126,2050-07-30 12:30,2050-07-30 13:00,PH_1,Talisay,PH_1_205007301230
122,2050-07-30 14:00,2050-07-30 15:00,PH_1,Recodo,PH_1_205007301400
120,2050-07-30 17:01,2050-07-30 18:00,PH_1,Pilar,PH_1_205007301701
122,2050-07-30 18:06,2050-07-30 19:00,PH_1,Guyong,PH_1_205007301806
122,2050-07-30 19:15,2050-07-30 20:00,PH_1,Burgos,PH_1_205007301915
124,2050-07-30 21:38,2050-07-30 23:00,PH_1,Naga,PH_1_205007302138
127,2050-07-30 23:12,2050-07-31 00:00,PH_1,Jagna,PH_1_205007302312
124,2050-07-31 00:10,2050-07-31 01:00,PH_1,Maasin,PH_1_205007310010
123,2050-07-31 01:30,2050-07-31 02:00,PH_1,Talisay,PH_1_205007310130
118,2050-07-31 03:00,2050-07-31 04:00,PH_1,Recodo,PH_1_205007310300
120,2050-07-31 06:01,2050-07-31 07:00,PH_1,Pilar,PH_1_205007310601
117,2050-07-31 07:06,2050-07-31 08:00,PH_1,Guyong,PH_1_205007310706
120,2050-07-31 08:15,2050-07-31 09:00,PH_1,Burgos,PH_1_205007310815
122,2050-07-31 10:38,2050-07-31 12:00,PH_1,Naga,PH_1_205007311038
122,2050-07-31 12:12,2050-07-31 13:00,PH_1,Jagna,PH_1_205007311212
120,2050-07-31 13:10,2050-07-31 14:00,PH_1,Maasin,PH_1_205007311310
125,2050-07-31 14:30,2050-07-31 15:00,PH_1,Talisay,PH_1_205007311430
131,2050-07-31 16:00,2050-07-31 17:00,PH_1,Recodo,PH_1_205007311600
133,2050-07-31 19:01,2050-07-31 20:00,PH_1,Pilar,PH_1_205007311901
133,2050-07-31 20:06,2050-07-31 21:00,PH_1,Guyong,PH_1_205007312006
132,2050-07-31 21:15,2050-07-31 22:00,PH_1,Burgos,PH_1_205007312115
140,2050-07-31 23:38,2050-08-01 01:00,PH_1,Naga,PH_1_205007312338
4,2050-07-01 03:06,2050-07-01 04:00,World_0,Shimotoda,World_0_205007010306
5,2050-07-01 10:20,2050-07-01 13:00,World_0,Oschatz,World_0_205007011020
1,2050-07-01 13:20,2050-07-01 14:00,World_0,Losheim,World_0_205007011320
4,2050-07-01 18:51,2050-07-01 21:00,World_0,Westchester,World_0_205007011851
5,2050-07-01 21:33,2050-07-01 22:00,World_0,Searcy,World_0_205007012133
4,2050-07-02 05:37,2050-07-02 08:00,World_0,Haicheng,World_0_205007020537
5,2050-07-02 09:06,2050-07-02 10:00,World_0,Shimotoda,World_0_205007020906
9,2050-07-02 16:20,2050-07-02 19:00,World_0,Oschatz,World_0_205007021620
6,2050-07-02 19:20,2050-07-02 20:00,World_0,Losheim,World_0_205007021920
6,2050-07-03 00:51,2050-07-03 03:00,World_0,Westchester,World_0_205007030051
3,2050-07-03 03:33,2050-07-03 04:00,World_0,Searcy,World_0_205007030333
2,2050-07-03 11:37,2050-07-03 14:00,World_0,Haicheng,World_0_205007031137
3,2050-07-03 15:06,2050-07-03 16:00,World_0,Shimotoda,World_0_205007031506
5,2050-07-03 22:20,2050-07-04 01:00,World_0,Oschatz,World_0_205007032220
5,2050-07-04 01:20,2050-07-04 02:00,World_0,Losheim,World_0_205007040120
4,2050-07-04 06:51,2050-07-04 09:00,World_0,Westchester,World_0_205007040651
7,2050-07-04 09:33,2050-07-04 10:00,World_0,Searcy,World_0_205007040933
7,2050-07-04 17:37,2050-07-04 20:00,World_0,Haicheng,World_0_205007041737
13,2050-07-04 21:06,2050-07-04 22:00,World_0,Shimotoda,World_0_205007042106
16,2050-07-05 04:20,2050-07-05 07:00,World_0,Oschatz,World_0_205007050420
16,2050-07-05 07:20,2050-07-05 08:00,World_0,Losheim,World_0_205007050720
16,2050-07-05 12:51,2050-07-05 15:00,World_0,Westchester,World_0_205007051251
16,2050-07-05 15:33,2050-07-05 16:00,World_0,Searcy,World_0_205007051533
20,2050-07-05 23:37,2050-07-06 02:00,World_0,Haicheng,World_0_205007052337
19,2050-07-06 03:06,2050-07-06 04:00,World_0,Shimotoda,World_0_205007060306
19,2050-07-06 10:20,2050-07-06 13:00,World_0,Oschatz,World_0_205007061020
17,2050-07-06 13:20,2050-07-06 14:00,World_0,Losheim,World_0_205007061320
11,2050-07-06 18:51,2050-07-06 21:00,World_0,Westchester,World_0_205007061851
10,2050-07-06 21:33,2050-07-06 22:00,World_0,Searcy,World_0_205007062133
8,2050-07-07 05:37,2050-07-07 08:00,World_0,Haicheng,World_0_205007070537
8,2050-07-07 09:06,2050-07-07 10:00,World_0,Shimotoda,World_0_205007070906
7,2050-07-07 16:20,2050-07-07 19:00,World_0,Oschatz,World_0_205007071620
8,2050-07-07 19:20,2050-07-07 20:00,World_0,Losheim,World_0_205007071920
6,2050-07-08 00:51,2050-07-08 03:00,World_0,Westchester,World_0_205007080051
5,2050-07-08 03:33,2050-07-08 04:00,World_0,Searcy,World_0_205007080333
5,2050-07-08 11:37,2050-07-08 14:00,World_0,Haicheng,World_0_205007081137
8,2050-07-08 15:06,2050-07-08 16:00,World_0,Shimotoda,World_0_205007081506
9,2050-07-08 22:20,2050-07-09 01:00,World_0,Oschatz,World_0_205007082220
9,2050-07-09 01:20,2050-07-09 02:00,World_0,Losheim,World_0_205007090120
8,2050-07-09 06:51,2050-07-09 09:00,World_0,Westchester,World_0_205007090651
10,2050-07-09 09:33,2050-07-09 10:00,World_0,Searcy,World_0_205007090933
10,2050-07-09 17:37,2050-07-09 20:00,World_0,Haicheng,World_0_205007091737
15,2050-07-09 21:06,2050-07-09 22:00,World_0,Shimotoda,World_0_205007092106
8,2050-07-10 04:20,2050-07-10 07:00,World_0,Oschatz,World_0_205007100420
8,2050-07-10 07:20,2050-07-10 08:00,World_0,Losheim,World_0_205007100720
5,2050-07-10 12:51,2050-07-10 15:00,World_0,Westchester,World_0_205007101251
4,2050-07-10 15:33,2050-07-10 16:00,World_0,Searcy,World_0_205007101533
4,2050-07-10 23:37,2050-07-11 02:00,World_0,Haicheng,World_0_205007102337
4,2050-07-11 03:06,2050-07-11 04:00,World_0,Shimotoda,World_0_205007110306
5,2050-07-11 10:20,2050-07-11 13:00,World_0,Oschatz,World_0_205007111020
5,2050-07-11 13:20,2050-07-11 14:00,World_0,Losheim,World_0_205007111320
5,2050-07-11 18:51,2050-07-11 21:00,World_0,Westchester,World_0_205007111851
6,2050-07-11 21:33,2050-07-11 22:00,World_0,Searcy,World_0_205007112133
7,2050-07-12 05:37,2050-07-12 08:00,World_0,Haicheng,World_0_205007120537
10,2050-07-12 09:06,2050-07-12 10:00,World_0,Shimotoda,World_0_205007120906
11,2050-07-12 16:20,2050-07-12 19:00,World_0,Oschatz,World_0_205007121620
11,2050-07-12 19:20,2050-07-12 20:00,World_0,Losheim,World_0_205007121920
15,2050-07-13 00:51,2050-07-13 03:00,World_0,Westchester,World_0_205007130051
19,2050-07-13 03:33,2050-07-13 04:00,World_0,Searcy,World_0_205007130333
19,2050-07-13 11:37,2050-07-13 14:00,World_0,Haicheng,World_0_205007131137
20,2050-07-13 15:06,2050-07-13 16:00,World_0,Shimotoda,World_0_205007131506
21,2050-07-13 22:20,2050-07-14 01:00,World_0,Oschatz,World_0_205007132220
23,2050-07-14 01:20,2050-07-14 02:00,World_0,Losheim,World_0_205007140120
25,2050-07-14 06:51,2050-07-14 09:00,World_0,Westchester,World_0_205007140651
23,2050-07-14 09:33,2050-07-14 10:00,World_0,Searcy,World_0_205007140933
22,2050-07-14 17:37,2050-07-14 20:00,World_0,Haicheng,World_0_205007141737
22,2050-07-14 21:06,2050-07-14 22:00,World_0,Shimotoda,World_0_205007142106
22,2050-07-15 04:20,2050-07-15 07:00,World_0,Oschatz,World_0_205007150420
21,2050-07-15 07:20,2050-07-15 08:00,World_0,Losheim,World_0_205007150720
21,2050-07-15 12:51,2050-07-15 15:00,World_0,Westchester,World_0_205007151251
24,2050-07-15 15:33,2050-07-15 16:00,World_0,Searcy,World_0_205007151533
23,2050-07-15 23:37,2050-07-16 02:00,World_0,Haicheng,World_0_205007152337
20,2050-07-16 03:06,2050-07-16 04:00,World_0,Shimotoda,World_0_205007160306
21,2050-07-16 10:20,2050-07-16 13:00,World_0,Oschatz,World_0_205007161020
19,2050-07-16 13:20,2050-07-16 14:00,World_0,Losheim,World_0_205007161320
19,2050-07-16 18:51,2050-07-16 21:00,World_0,Westchester,World_0_205007161851
26,2050-07-16 21:33,2050-07-16 22:00,World_0,Searcy,World_0_205007162133
21,2050-07-17 05:37,2050-07-17 08:00,World_0,Haicheng,World_0_205007170537
19,2050-07-17 09:06,2050-07-17 10:00,World_0,Shimotoda,World_0_205007170906
21,2050-07-17 16:20,2050-07-17 19:00,World_0,Oschatz,World_0_205007171620
19,2050-07-17 19:20,2050-07-17 20:00,World_0,Losheim,World_0_205007171920
14,2050-07-18 00:51,2050-07-18 03:00,World_0,Westchester,World_0_205007180051
16,2050-07-18 03:33,2050-07-18 04:00,World_0,Searcy,World_0_205007180333
14,2050-07-18 11:37,2050-07-18 14:00,World_0,Haicheng,World_0_205007181137
18,2050-07-18 15:06,2050-07-18 16:00,World_0,Shimotoda,World_0_205007181506
19,2050-07-18 22:20,2050-07-19 01:00,World_0,Oschatz,World_0_205007182220
17,2050-07-19 01:20,2050-07-19 02:00,World_0,Losheim,World_0_205007190120
15,2050-07-19 06:51,2050-07-19 09:00,World_0,Westchester,World_0_205007190651
15,2050-07-19 09:33,2050-07-19 10:00,World_0,Searcy,World_0_205007190933
16,2050-07-19 17:37,2050-07-19 20:00,World_0,Haicheng,World_0_205007191737
17,2050-07-19 21:06,2050-07-19 22:00,World_0,Shimotoda,World_0_205007192106
17,2050-07-20 04:20,2050-07-20 07:00,World_0,Oschatz,World_0_205007200420
19,2050-07-20 07:20,2050-07-20 08:00,World_0,Losheim,World_0_205007200720
14,2050-07-20 12:51,2050-07-20 15:00,World_0,Westchester,World_0_205007201251
13,2050-07-20 15:33,2050-07-20 16:00,World_0,Searcy,World_0_205007201533
14,2050-07-20 23:37,2050-07-21 02:00,World_0,Haicheng,World_0_205007202337
10,2050-07-21 03:06,2050-07-21 04:00,World_0,Shimotoda,World_0_205007210306
14,2050-07-21 10:20,2050-07-21 13:00,World_0,Oschatz,World_0_205007211020
13,2050-07-21 13:20,2050-07-21 14:00,World_0,Losheim,World_0_205007211320
15,2050-07-21 18:51,2050-07-21 21:00,World_0,Westchester,World_0_205007211851
14,2050-07-21 21:33,2050-07-21 22:00,World_0,Searcy,World_0_205007212133
13,2050-07-22 05:37,2050-07-22 08:00,World_0,Haicheng,World_0_205007220537
10,2050-07-22 09:06,2050-07-22 10:00,World_0,Shimotoda,World_0_205007220906
8,2050-07-22 16:20,2050-07-22 19:00,World_0,Oschatz,World_0_205007221620
10,2050-07-22 19:20,2050-07-22 20:00,World_0,Losheim,World_0_205007221920
8,2050-07-23 00:51,2050-07-23 03:00,World_0,Westchester,World_0_205007230051
8,2050-07-23 03:33,2050-07-23 04:00,World_0,Searcy,World_0_205007230333
13,2050-07-23 11:37,2050-07-23 14:00,World_0,Haicheng,World_0_205007231137
14,2050-07-23 15:06,2050-07-23 16:00,World_0,Shimotoda,World_0_205007231506
13,2050-07-23 22:20,2050-07-24 01:00,World_0,Oschatz,World_0_205007232220
15,2050-07-24 01:20,2050-07-24 02:00,World_0,Losheim,World_0_205007240120
13,2050-07-24 06:51,2050-07-24 09:00,World_0,Westchester,World_0_205007240651
6,2050-07-24 09:33,2050-07-24 10:00,World_0,Searcy,World_0_205007240933
7,2050-07-24 17:37,2050-07-24 20:00,World_0,Haicheng,World_0_205007241737
8,2050-07-24 21:06,2050-07-24 22:00,World_0,Shimotoda,World_0_205007242106
9,2050-07-25 04:20,2050-07-25 07:00,World_0,Oschatz,World_0_205007250420
9,2050-07-25 07:20,2050-07-25 08:00,World_0,Losheim,World_0_205007250720
13,2050-07-25 12:51,2050-07-25 15:00,World_0,Westchester,World_0_205007251251
15,2050-07-25 15:33,2050-07-25 16:00,World_0,Searcy,World_0_205007251533
16,2050-07-25 23:37,2050-07-26 02:00,World_0,Haicheng,World_0_205007252337
17,2050-07-26 03:06,2050-07-26 04:00,World_0,Shimotoda,World_0_205007260306
18,2050-07-26 10:20,2050-07-26 13:00,World_0,Oschatz,World_0_205007261020
15,2050-07-26 13:20,2050-07-26 14:00,World_0,Losheim,World_0_205007261320
14,2050-07-26 18:51,2050-07-26 21:00,World_0,Westchester,World_0_205007261851
14,2050-07-26 21:33,2050-07-26 22:00,World_0,Searcy,World_0_205007262133
16,2050-07-27 05:37,2050-07-27 08:00,World_0,Haicheng,World_0_205007270537
17,2050-07-27 09:06,2050-07-27 10:00,World_0,Shimotoda,World_0_205007270906
29,2050-07-27 16:20,2050-07-27 19:00,World_0,Oschatz,World_0_205007271620
25,2050-07-27 19:20,2050-07-27 20:00,World_0,Losheim,World_0_205007271920
24,2050-07-28 00:51,2050-07-28 03:00,World_0,Westchester,World_0_205007280051
21,2050-07-28 03:33,2050-07-28 04:00,World_0,Searcy,World_0_205007280333
23,2050-07-28 11:37,2050-07-28 14:00,World_0,Haicheng,World_0_205007281137
22,2050-07-28 15:06,2050-07-28 16:00,World_0,Shimotoda,World_0_205007281506
28,2050-07-28 22:20,2050-07-29 01:00,World_0,Oschatz,World_0_205007282220
25,2050-07-29 01:20,2050-07-29 02:00,World_0,Losheim,World_0_205007290120
24,2050-07-29 06:51,2050-07-29 09:00,World_0,Westchester,World_0_205007290651
23,2050-07-29 09:33,2050-07-29 10:00,World_0,Searcy,World_0_205007290933
23,2050-07-29 17:37,2050-07-29 20:00,World_0,Haicheng,World_0_205007291737
23,2050-07-29 21:06,2050-07-29 22:00,World_0,Shimotoda,World_0_205007292106
24,2050-07-30 04:20,2050-07-30 07:00,World_0,Oschatz,World_0_205007300420
12,2050-07-30 07:20,2050-07-30 08:00,World_0,Losheim,World_0_205007300720
12,2050-07-30 12:51,2050-07-30 15:00,World_0,Westchester,World_0_205007301251
11,2050-07-30 15:33,2050-07-30 16:00,World_0,Searcy,World_0_205007301533
5,2050-07-30 23:37,2050-07-31 02:00,World_0,Haicheng,World_0_205007302337
6,2050-07-31 03:06,2050-07-31 04:00,World_0,Shimotoda,World_0_205007310306
5,2050-07-31 10:20,2050-07-31 13:00,World_0,Oschatz,World_0_205007311020
5,2050-07-31 13:20,2050-07-31 14:00,World_0,Losheim,World_0_205007311320
6,2050-07-31 18:51,2050-07-31 21:00,World_0,Westchester,World_0_205007311851
7,2050-07-31 21:33,2050-07-31 22:00,World_0,Searcy,World_0_205007312133
1,2050-08-01 05:37,2050-08-01 08:00,World_0,Haicheng,World_0_205008010537
5,2050-07-01 10:48,2050-07-01 12:00,DZ_2,Ksar Chellala,DZ_2_205007011048
13,2050-07-01 12:54,2050-07-01 14:00,DZ_2,Cheraga,DZ_2_205007011254
12,2050-07-01 14:13,2050-07-01 15:00,DZ_2,Boumerdas,DZ_2_205007011413
13,2050-07-01 15:16,2050-07-01 16:00,DZ_2,Beni Douala,DZ_2_205007011516
11,2050-07-01 16:23,2050-07-01 17:00,DZ_2,El Achir,DZ_2_205007011623
8,2050-07-01 18:10,2050-07-01 19:00,DZ_2,Messaad,DZ_2_205007011810
10,2050-07-01 19:48,2050-07-01 21:00,DZ_2,Ksar Chellala,DZ_2_205007011948
8,2050-07-01 21:54,2050-07-01 23:00,DZ_2,Cheraga,DZ_2_205007012154
8,2050-07-01 23:13,2050-07-02 00:00,DZ_2,Boumerdas,DZ_2_205007012313
13,2050-07-02 00:16,2050-07-02 01:00,DZ_2,Beni Douala,DZ_2_205007020016
12,2050-07-02 01:23,2050-07-02 02:00,DZ_2,El Achir,DZ_2_205007020123
13,2050-07-02 03:10,2050-07-02 04:00,DZ_2,Messaad,DZ_2_205007020310
12,2050-07-02 04:48,2050-07-02 06:00,DZ_2,Ksar Chellala,DZ_2_205007020448
13,2050-07-02 06:54,2050-07-02 08:00,DZ_2,Cheraga,DZ_2_205007020654
14,2050-07-02 08:13,2050-07-02 09:00,DZ_2,Boumerdas,DZ_2_205007020813
14,2050-07-02 09:16,2050-07-02 10:00,DZ_2,Beni Douala,DZ_2_205007020916
17,2050-07-02 10:23,2050-07-02 11:00,DZ_2,El Achir,DZ_2_205007021023
14,2050-07-02 12:10,2050-07-02 13:00,DZ_2,Messaad,DZ_2_205007021210
13,2050-07-02 13:48,2050-07-02 15:00,DZ_2,Ksar Chellala,DZ_2_205007021348
18,2050-07-02 15:54,2050-07-02 17:00,DZ_2,Cheraga,DZ_2_205007021554
15,2050-07-02 17:13,2050-07-02 18:00,DZ_2,Boumerdas,DZ_2_205007021713
18,2050-07-02 18:16,2050-07-02 19:00,DZ_2,Beni Douala,DZ_2_205007021816
17,2050-07-02 19:23,2050-07-02 20:00,DZ_2,El Achir,DZ_2_205007021923
21,2050-07-02 21:10,2050-07-02 22:00,DZ_2,Messaad,DZ_2_205007022110
22,2050-07-02 22:48,2050-07-03 00:00,DZ_2,Ksar Chellala,DZ_2_205007022248
23,2050-07-03 00:54,2050-07-03 02:00,DZ_2,Cheraga,DZ_2_205007030054
23,2050-07-03 02:13,2050-07-03 03:00,DZ_2,Boumerdas,DZ_2_205007030213
24,2050-07-03 03:16,2050-07-03 04:00,DZ_2,Beni Douala,DZ_2_205007030316
27,2050-07-03 04:23,2050-07-03 05:00,DZ_2,El Achir,DZ_2_205007030423
21,2050-07-03 06:10,2050-07-03 07:00,DZ_2,Messaad,DZ_2_205007030610
22,2050-07-03 07:48,2050-07-03 09:00,DZ_2,Ksar Chellala,DZ_2_205007030748
17,2050-07-03 09:54,2050-07-03 11:00,DZ_2,Cheraga,DZ_2_205007030954
17,2050-07-03 11:13,2050-07-03 12:00,DZ_2,Boumerdas,DZ_2_205007031113
20,2050-07-03 12:16,2050-07-03 13:00,DZ_2,Beni Douala,DZ_2_205007031216
24,2050-07-03 13:23,2050-07-03 14:00,DZ_2,El Achir,DZ_2_205007031323
23,2050-07-03 15:10,2050-07-03 16:00,DZ_2,Messaad,DZ_2_205007031510
20,2050-07-03 16:48,2050-07-03 18:00,DZ_2,Ksar Chellala,DZ_2_205007031648
16,2050-07-03 18:54,2050-07-03 20:00,DZ_2,Cheraga,DZ_2_205007031854
28,2050-07-03 20:13,2050-07-03 21:00,DZ_2,Boumerdas,DZ_2_205007032013
25,2050-07-03 21:16,2050-07-03 22:00,DZ_2,Beni Douala,DZ_2_205007032116
25,2050-07-03 22:23,2050-07-03 23:00,DZ_2,El Achir,DZ_2_205007032223
27,2050-07-04 00:10,2050-07-04 01:00,DZ_2,Messaad,DZ_2_205007040010
29,2050-07-04 01:48,2050-07-04 03:00,DZ_2,Ksar Chellala,DZ_2_205007040148
28,2050-07-04 03:54,2050-07-04 05:00,DZ_2,Cheraga,DZ_2_205007040354
31,2050-07-04 05:13,2050-07-04 06:00,DZ_2,Boumerdas,DZ_2_205007040513
35,2050-07-04 06:16,2050-07-04 07:00,DZ_2,Beni Douala,DZ_2_205007040616
36,2050-07-04 07:23,2050-07-04 08:00,DZ_2,El Achir,DZ_2_205007040723
33,2050-07-04 09:10,2050-07-04 10:00,DZ_2,Messaad,DZ_2_205007040910
28,2050-07-04 10:48,2050-07-04 12:00,DZ_2,Ksar Chellala,DZ_2_205007041048
27,2050-07-04 12:54,2050-07-04 14:00,DZ_2,Cheraga,DZ_2_205007041254
29,2050-07-04 14:13,2050-07-04 15:00,DZ_2,Boumerdas,DZ_2_205007041413
29,2050-07-04 15:16,2050-07-04 16:00,DZ_2,Beni Douala,DZ_2_205007041516
28,2050-07-04 16:23,2050-07-04 17:00,DZ_2,El Achir,DZ_2_205007041623
29,2050-07-04 18:10,2050-07-04 19:00,DZ_2,Messaad,DZ_2_205007041810
29,2050-07-04 19:48,2050-07-04 21:00,DZ_2,Ksar Chellala,DZ_2_205007041948
25,2050-07-04 21:54,2050-07-04 23:00,DZ_2,Cheraga,DZ_2_205007042154
28,2050-07-04 23:13,2050-07-05 00:00,DZ_2,Boumerdas,DZ_2_205007042313
30,2050-07-05 00:16,2050-07-05 01:00,DZ_2,Beni Douala,DZ_2_205007050016
32,2050-07-05 01:23,2050-07-05 02:00,DZ_2,El Achir,DZ_2_205007050123
33,2050-07-05 03:10,2050-07-05 04:00,DZ_2,Messaad,DZ_2_205007050310
36,2050-07-05 04:48,2050-07-05 06:00,DZ_2,Ksar Chellala,DZ_2_205007050448
37,2050-07-05 06:54,2050-07-05 08:00,DZ_2,Cheraga,DZ_2_205007050654
38,2050-07-05 08:13,2050-07-05 09:00,DZ_2,Boumerdas,DZ_2_205007050813
38,2050-07-05 09:16,2050-07-05 10:00,DZ_2,Beni Douala,DZ_2_205007050916
35,2050-07-05 10:23,2050-07-05 11:00,DZ_2,El Achir,DZ_2_205007051023
35,2050-07-05 12:10,2050-07-05 13:00,DZ_2,Messaad,DZ_2_205007051210
40,2050-07-05 13:48,2050-07-05 15:00,DZ_2,Ksar Chellala,DZ_2_205007051348
36,2050-07-05 15:54,2050-07-05 17:00,DZ_2,Cheraga,DZ_2_205007051554
39,2050-07-05 17:13,2050-07-05 18:00,DZ_2,Boumerdas,DZ_2_205007051713
38,2050-07-05 18:16,2050-07-05 19:00,DZ_2,Beni Douala,DZ_2_205007051816
38,2050-07-05 19:23,2050-07-05 20:00,DZ_2,El Achir,DZ_2_205007051923
37,2050-07-05 21:10,2050-07-05 22:00,DZ_2,Messaad,DZ_2_205007052110
37,2050-07-05 22:48,2050-07-06 00:00,DZ_2,Ksar Chellala,DZ_2_205007052248
40,2050-07-06 00:54,2050-07-06 02:00,DZ_2,Cheraga,DZ_2_205007060054
37,2050-07-06 02:13,2050-07-06 03:00,DZ_2,Boumerdas,DZ_2_205007060213
35,2050-07-06 03:16,2050-07-06 04:00,DZ_2,Beni Douala,DZ_2_205007060316
27,2050-07-06 04:23,2050-07-06 05:00,DZ_2,El Achir,DZ_2_205007060423
26,2050-07-06 06:10,2050-07-06 07:00,DZ_2,Messaad,DZ_2_205007060610
32,2050-07-06 07:48,2050-07-06 09:00,DZ_2,Ksar Chellala,DZ_2_205007060748
35,2050-07-06 09:54,2050-07-06 11:00,DZ_2,Cheraga,DZ_2_205007060954
31,2050-07-06 11:13,2050-07-06 12:00,DZ_2,Boumerdas,DZ_2_205007061113
32,2050-07-06 12:16,2050-07-06 13:00,DZ_2,Beni Douala,DZ_2_205007061216
32,2050-07-06 13:23,2050-07-06 14:00,DZ_2,El Achir,DZ_2_205007061323
36,2050-07-06 15:10,2050-07-06 16:00,DZ_2,Messaad,DZ_2_205007061510
39,2050-07-06 16:48,2050-07-06 18:00,DZ_2,Ksar Chellala,DZ_2_205007061648
39,2050-07-06 18:54,2050-07-06 20:00,DZ_2,Cheraga,DZ_2_205007061854
41,2050-07-06 20:13,2050-07-06 21:00,DZ_2,Boumerdas,DZ_2_205007062013
40,2050-07-06 21:16,2050-07-06 22:00,DZ_2,Beni Douala,DZ_2_205007062116
38,2050-07-06 22:23,2050-07-06 23:00,DZ_2,El Achir,DZ_2_205007062223
42,2050-07-07 00:10,2050-07-07 01:00,DZ_2,Messaad,DZ_2_205007070010
44,2050-07-07 01:48,2050-07-07 03:00,DZ_2,Ksar Chellala,DZ_2_205007070148
42,2050-07-07 03:54,2050-07-07 05:00,DZ_2,Cheraga,DZ_2_205007070354
43,2050-07-07 05:13,2050-07-07 06:00,DZ_2,Boumerdas,DZ_2_205007070513
37,2050-07-07 06:16,2050-07-07 07:00,DZ_2,Beni Douala,DZ_2_205007070616
36,2050-07-07 07:23,2050-07-07 08:00,DZ_2,El Achir,DZ_2_205007070723
30,2050-07-07 09:10,2050-07-07 10:00,DZ_2,Messaad,DZ_2_205007070910
28,2050-07-07 10:48,2050-07-07 12:00,DZ_2,Ksar Chellala,DZ_2_205007071048
39,2050-07-07 12:54,2050-07-07 14:00,DZ_2,Cheraga,DZ_2_205007071254
39,2050-07-07 14:13,2050-07-07 15:00,DZ_2,Boumerdas,DZ_2_205007071413
38,2050-07-07 15:16,2050-07-07 16:00,DZ_2,Beni Douala,DZ_2_205007071516
48,2050-07-07 16:23,2050-07-07 17:00,DZ_2,El Achir,DZ_2_205007071623
48,2050-07-07 18:10,2050-07-07 19:00,DZ_2,Messaad,DZ_2_205007071810
42,2050-07-07 19:48,2050-07-07 21:00,DZ_2,Ksar Chellala,DZ_2_205007071948
45,2050-07-07 21:54,2050-07-07 23:00,DZ_2,Cheraga,DZ_2_205007072154
41,2050-07-07 23:13,2050-07-08 00:00,DZ_2,Boumerdas,DZ_2_205007072313
40,2050-07-08 00:16,2050-07-08 01:00,DZ_2,Beni Douala,DZ_2_205007080016
39,2050-07-08 01:23,2050-07-08 02:00,DZ_2,El Achir,DZ_2_205007080123
44,2050-07-08 03:10,2050-07-08 04:00,DZ_2,Messaad,DZ_2_205007080310
42,2050-07-08 04:48,2050-07-08 06:00,DZ_2,Ksar Chellala,DZ_2_205007080448
43,2050-07-08 06:54,2050-07-08 08:00,DZ_2,Cheraga,DZ_2_205007080654
40,2050-07-08 08:13,2050-07-08 09:00,DZ_2,Boumerdas,DZ_2_205007080813
39,2050-07-08 09:16,2050-07-08 10:00,DZ_2,Beni Douala,DZ_2_205007080916
39,2050-07-08 10:23,2050-07-08 11:00,DZ_2,El Achir,DZ_2_205007081023
46,2050-07-08 12:10,2050-07-08 13:00,DZ_2,Messaad,DZ_2_205007081210
42,2050-07-08 13:48,2050-07-08 15:00,DZ_2,Ksar Chellala,DZ_2_205007081348
41,2050-07-08 15:54,2050-07-08 17:00,DZ_2,Cheraga,DZ_2_205007081554
36,2050-07-08 17:13,2050-07-08 18:00,DZ_2,Boumerdas,DZ_2_205007081713
35,2050-07-08 18:16,2050-07-08 19:00,DZ_2,Beni Douala,DZ_2_205007081816
34,2050-07-08 19:23,2050-07-08 20:00,DZ_2,El Achir,DZ_2_205007081923
32,2050-07-08 21:10,2050-07-08 22:00,DZ_2,Messaad,DZ_2_205007082110
30,2050-07-08 22:48,2050-07-09 00:00,DZ_2,Ksar Chellala,DZ_2_205007082248
